case_name,year,link,classification,sme_or_ml_classified
"Muir, R (On the Application Of) v Wandsworth Borough Council [2017] EWHC 1947 (Admin) (28 July 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/1947.html,0,ml
"The Association of Independent Meat Suppliers & Anor, R (on the application of) v The Food Standards Agency [2017] EWCA Civ 431 (20 June 2017)",2017,https://www.bailii.org/ew/cases/EWCA/Civ/2017/431.html,0,ml
"Community Against Dean & Anor, R (on the application of) v Shire Oak Quarries Ltd [2017] EWHC 74 (Admin) (25 January 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/74.html,1,ml
"Newby Foods Ltd, R (On the Application Of) v Food Standards Agency [2017] EWCA Civ 400 (25 May 2017)",2017,https://www.bailii.org/ew/cases/EWCA/Civ/2017/400.html,0,expert
Wealden District Council v Secretary of State for Communities And Local Government & Ors [2017] EWHC 351 (Admin) (20 March 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/351.html,1,ml
"The Association of Independent Meat Suppliers, R (On the Application Of) v Secretary of State for Environment Food And Rural Affairs [2017] EWHC 1961 (Admin) (27 July 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/1961.html,1,ml
"Fujifilm Kyowa Kirin Biologics Co, Ltd v Abbvie Biotechnology Ltd & Anor [2017] EWCA Civ 1 (12 January 2017)",2017,https://www.bailii.org/ew/cases/EWCA/Civ/2017/1.html,0,expert
W Nagel (a firm) v Pluczenik Diamond Company NV [2017] EWHC 1750 (Comm) (13 July 2017),2017,https://www.bailii.org/ew/cases/EWHC/Comm/2017/1750.html,0,expert
Kingsgate Development Projects Ltd  v  Jordan & Anor [2017] EWHC 343 (TCC) (02 March 2017),2017,https://www.bailii.org/ew/cases/EWHC/TCC/2017/343.html,0,ml
Tongue v Royal Society for the Prevention of Cruelty To Animals & Anor [2017] EWHC 2508 (Ch) (12 October 2017),2017,https://www.bailii.org/ew/cases/EWHC/Ch/2017/2508.html,1,expert
Raithatha v Baig & Ors [2017] EWHC 2059 (Ch) (25 July 2017),2017,https://www.bailii.org/ew/cases/EWHC/Ch/2017/2059.html,0,expert
Leeds Beckett University v Travelers Insurance Company Ltd (Rev 1) [2017] EWHC 558 (TCC) (11 April 2017),2017,https://www.bailii.org/ew/cases/EWHC/TCC/2017/558.html,0,ml
Ajayi v Abu & Anor (Rev 1) [2017] EWHC 3098 (QB) (01 December 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/3098.html,0,expert
"Illumina, Inc v Premaitha Health Plc [2017] EWHC 2930 (Pat) (21 November 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Patents/2017/2930.html,0,expert
Great Ormond Street Hospital v Yates & Ors [2017] EWHC 972 (Fam) (11 April 2017),2017,https://www.bailii.org/ew/cases/EWHC/Fam/2017/972.html,0,expert
AB v Her Majesty's Advocate [2017] UKSC 25 (5 April 2017),2017,https://www.bailii.org/uk/cases/UKSC/2017/25.html,0,expert
Belhaj & Anor v Straw & Ors (Rev 1) [2017] UKSC 3 (17 January 2017),2017,https://www.bailii.org/uk/cases/UKSC/2017/3.html,0,expert
"Chiltern Farm Chemicals Ltd, R (on the application of) v The Health and Safety Executive [2017] EWHC 2491 (Admin) (25 October 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/2491.html,1,expert
Stoke-On-Trent College v Pelican Rouge Coffee Solutions Group Ltd [2017] EWHC 2829 (TCC) (09 November 2017),2017,https://www.bailii.org/ew/cases/EWHC/TCC/2017/2829.html,0,expert
TBS v Metropolitan Police Commissioner [2017] EWHC 3094 (QB) (04 December 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/3094.html,0,ml
Merck KGaA v Merck Sharp & Dohme Corp & Ors [2017] EWCA Civ 1834 (24 November 2017),2017,https://www.bailii.org/ew/cases/EWCA/Civ/2017/1834.html,0,ml
"DS, R (on the application of) v Wolverhampton City Council [2017] EWHC 1660 (Admin) (30 June 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/1660.html,0,ml
"Alexander v The Public Prosecutor's Office, Marseille District Court of First Instance, France [2017] EWHC 1392 (Admin) (15 June 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/1392.html,0,ml
Moulton Parish Council & Anor v  Secretary of State for Communities and Local Government [2017] EWHC 1047 (Admin) (09 May 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/1047.html,0,ml
Craig v Farriers Registration Council [2017] EWHC 707 (Admin) (05 April 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/707.html,0,ml
"Woodward &  Ors, R. v [2017] EWHC 1008 (Admin) (27 April 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/1008.html,1,ml
"McNiece, R (on the application of) v Criminal Injuries Compensation Authority [2017] EWHC 2 (Admin) (12 January 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/2.html,0,ml
"Director of Public Prosecutions, R (on the application of) v Stratford Magistrates Court & Ors [2017] EWHC 1794 (Admin) (14 July 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/1794.html,0,ml
Rathore v Bedford Hospitals NHS Trust [2017] EWHC 863 (QB) (25 April 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/863.html,0,ml
Kimathi & Ors v Foreign and Commonwealth Office [2017] EWHC 2703 (QB) (31 October 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/2703.html,0,ml
R (Director of Public Prosecutions) v Aylesbury Crown Court & Anor [2017] EWHC 2987 (Admin) (24 November 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/2987.html,1,ml
Jones & Anor v Oven & Anor [2017] EWHC 1647 (Ch) (28 June 2017),2017,https://www.bailii.org/ew/cases/EWHC/Ch/2017/1647.html,0,ml
Abanka DD v Abanca Corporacion Bancaria SA [2017] EWHC 3242 (Ch) (14 December 2017),2017,https://www.bailii.org/ew/cases/EWHC/Ch/2017/3242.html,0,ml
"A Local Authority v X, Y and Z (Permission to Withdraw) [2017] EWHC 3741 (Fam) (08 December 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Fam/2017/3741.html,0,expert
Burford v Secretary of State for Communities and Local Government & Anor [2017] EWHC 1493 (Admin) (23 June 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/1493.html,0,expert
Williams v Hawkes [2017] EWCA Civ 1846 (21 November 2017),2017,https://www.bailii.org/ew/cases/EWCA/Civ/2017/1846.html,0,expert
FirstGroup Plc v Paulley [2017] UKSC 4 (18 January 2017),2017,https://www.bailii.org/uk/cases/UKSC/2017/4.html,0,expert
Alseran & Ors v Ministry of Defence [2017] EWHC 3289 (QB) (14 December 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/3289.html,0,expert
Kimathi v Foreign and Commonwealth Office [2017] EWHC 2145 (QB) (18 August 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/2145.html,0,expert
Gladman Developments Ltd v Secretary of State for Communities and Local Government & Ors [2017] EWHC 2768 (Admin) (06 November 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/2768.html,0,ml
Singh v The City of Cardiff Council [2017] EWHC 1499 (QB) (23 June 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/1499.html,0,expert
Bukovsky v Crown Prosecution Service [2017] EWCA Civ 1529  (13 October 2017),2017,https://www.bailii.org/ew/cases/EWCA/Civ/2017/1529.html,0,expert
The Ramblers Association  v Secretary of State for Environment Food And Rural Affairs [2017] EWHC 716 (Admin) (07 April 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/716.html,0,expert
Secretary of State for the Home Department v Onuorah [2017] EWCA Civ 1757 (03 November 2017),2017,https://www.bailii.org/ew/cases/EWCA/Civ/2017/1757.html,0,expert
"Glyn Marshall, R (on the application of) v East Dorset Council & Anor [2017] EWHC 2416 (Admin) (03 October 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/2416.html,0,ml
Butt v Secretary of State for the Home Department [2017] EWHC 1930 (Admin) (26 July 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/1930.html,0,expert
Wright v The Reading Crown Court & Anor [2017] EWHC 2643 (Admin) (31 October 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/2643.html,1,expert
General Medical Council v Krishnan [2017] EWHC 2892 (Admin) (20 November 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/2892.html,0,expert
"Holborn Studios Ltd, R (On the Application Of) v London Borough of Hackney [2017] EWHC 2823 (Admin) (10 November 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/2823.html,0,expert
"Pinkerton, R. v [2017] EWCA Crim 38 (25 January 2017)",2017,https://www.bailii.org/ew/cases/EWCA/Crim/2017/38.html,0,expert
M (A Child : secure accommodation order) (Rev 1) [2017] EWHC 3021 (Fam) (23 November 2017),2017,https://www.bailii.org/ew/cases/EWHC/Fam/2017/3021.html,0,expert
"Saadawi, R (on the application of) v The Secretary of State for the Home Department [2017] EWHC 3032 (Admin) (29 November 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/3032.html,0,ml
England Environmental (Northern) Ltd & Anor v Arthur Jones & Sons (Contractors) Ltd [2017] EWHC 1903 (Ch) (26 July 2017),2017,https://www.bailii.org/ew/cases/EWHC/Ch/2017/1903.html,0,expert
General Medical Council  v  Lamming [2017] EWHC 3309 (Admin) (18 December 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/3309.html,0,ml
Schenker Ltd v Negocios Europa Ltd [2017] EWHC B20 (QB) (06 October 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/B20.html,0,ml
Schenker Ltd v Negocios Europa Ltd [2017] EWHC 2921 (QB) (06 October 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/2921.html,0,ml
Baker v British Gas Services (Commercial) Ltd & Anor [2017] EWHC 2302 (QB) (18 September 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/2302.html,0,ml
Sullivan v Guy's and St Thomas' NHS Foundation Trust [2017] EWHC 602 (QB) (24 March 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/602.html,0,ml
Wokingham Borough Council v Scott & Ors [2017] EWHC 294 (QB) (20 February 2017),2017,https://www.bailii.org/ew/cases/EWHC/QB/2017/294.html,0,ml
"Accord Healthcare Ltd v Research Corporation Technologies, Inc (Rev 1) [2017] EWHC 2711 (Pat) (07 November 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Patents/2017/2711.html,0,ml
Sandoz Ltd & Anor v G.D. Searle LLC & Anor [2017] EWHC 987 (Pat) (03 May 2017),2017,https://www.bailii.org/ew/cases/EWHC/Patents/2017/987.html,0,ml
Teva UK Ltd & Ors v Merck Sharp & Dohme Corporation [2017] EWHC 539 (Pat) (21 March 2017),2017,https://www.bailii.org/ew/cases/EWHC/Patents/2017/539.html,0,ml
"Edwards Lifesciences LLC v Boston Scientific Scimed, Inc. & Ors [2017] EWHC 405 (Pat) (03 March 2017)",2017,https://www.bailii.org/ew/cases/EWHC/Patents/2017/405.html,0,ml
Generics (UK) Ltd (t/a Mylan) & Anor v Yeda Research And Development Company Ltd [2017] EWHC 2629 (Pat) (26 October 2017),2017,https://www.bailii.org/ew/cases/EWHC/Patents/2017/2629.html,0,ml
Teva UK Ltd & Ors v Gilead Sciences Inc [2017] EWHC 13 (Pat) (13 January 2017),2017,https://www.bailii.org/ew/cases/EWHC/Patents/2017/13.html,0,ml
TW Logistics Ltd v Essex County Council & Anor [2017] EWHC 185 (Ch) (08 February 2017),2017,https://www.bailii.org/ew/cases/EWHC/Ch/2017/185.html,0,ml
Fuller v Kitzing & Anor [2017] EWHC 810 (Ch) (27 March 2017),2017,https://www.bailii.org/ew/cases/EWHC/Ch/2017/810.html,0,ml
Abraxis Bioscience Llc v The Comptroller-General of Patents [2017] EWHC 14 (Pat) (13 January 2017),2017,https://www.bailii.org/ew/cases/EWHC/Patents/2017/14.html,0,ml
Makin v News Group Newspapers Ltd [2017] EWHC 1386 (Ch) (12 June 2017),2017,https://www.bailii.org/ew/cases/EWHC/Ch/2017/1386.html,0,ml
Astex Therapeutics Ltd v Astrazeneca AB [2017] EWHC 1442 (Ch) (21 June 2017),2017,https://www.bailii.org/ew/cases/EWHC/Ch/2017/1442.html,0,ml
Fitzpatrick & Ors v Spencer [2017] EWHC 2868 (Ch) (13 October 2017),2017,https://www.bailii.org/ew/cases/EWHC/Ch/2017/2868.html,0,ml
Kazakhstan Kagazy Plc & Ors  v Zhunus & Ors [2017] EWHC 3374 (Comm) (22 December 2017),2017,https://www.bailii.org/ew/cases/EWHC/Comm/2017/3374.html,0,ml
N v J (Power to Set Aside Return Order) [2017] EWHC 2752 (Fam) (03 November 2017),2017,https://www.bailii.org/ew/cases/EWHC/Fam/2017/2752.html,0,ml
Lea v Ward [2017] EWHC 2231 (Ch) (06 September 2017),2017,https://www.bailii.org/ew/cases/EWHC/Ch/2017/2231.html,0,ml
Cruelty Free International v Secretary of State for the Home Department [2017] EWHC 3295 (Admin) (13 December 2017),2017,https://www.bailii.org/ew/cases/EWHC/Admin/2017/3295.html,0,ml
Goldscheider v The Royal Opera House Covent Garden Foundation [2018] EWHC 687 (QB) (28 March 2018),2018,https://www.bailii.org/ew/cases/EWHC/QB/2018/687.html,0,ml
Fitzwilliam Land Company & Ors v Cheesman & Ors [2018] EWHC 3139 (QB) (16 November 2018),2018,https://www.bailii.org/ew/cases/EWHC/QB/2018/3139.html,0,ml
"Sefton Metropolitan Borough Council, R (On the Application Of) v Highways England [2018] EWHC 3059 (Admin) (16 November 2018)",2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/3059.html,1,expert
Henderson v Commissioner of Police for the Metropolis [2018] EWHC 666 (Admin) (28 March 2018),2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/666.html,1,expert
Lewis v Tindale & Ors [2018] EWHC 2376 (QB) (14 September 2018),2018,https://www.bailii.org/ew/cases/EWHC/QB/2018/2376.html,0,expert
Beau Songe Development Ltd v The United Basalt Products Ltd & Anor (Mauritius) [2018] UKPC 1 (22 January 2018),2018,https://www.bailii.org/uk/cases/UKPC/2018/1.html,0,ml
Guyah v Commissioner of Customs & Anor (Jamaica) [2018] UKPC 10 (14 May 2018),2018,https://www.bailii.org/uk/cases/UKPC/2018/10.html,0,ml
Sea Tank Shipping AS v Vinnlustodin HF Vatryggingafelag Islands FH [2018] EWCA Civ 276 (22 February 2018),2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/276.html,0,expert
Bass v Ministry of Defence [2018] EWHC 1297 (QB) (05 June 2018),2018,https://www.bailii.org/ew/cases/EWHC/QB/2018/1297.html,0,ml
GYH v Persons Unknown [2018] EWHC 121 (QB) (01 February 2018),2018,https://www.bailii.org/ew/cases/EWHC/QB/2018/121.html,0,ml
Volcafe Ltd & Ors v Compania Sud Americana De Vapores SA  [2018] UKSC 61 (5 December 2018),2018,https://www.bailii.org/uk/cases/UKSC/2018/61.html,0,ml
Day v Bryant (declaratory relief - costs - QOCS) [2018] EWHC 158 (QB) (31 January 2018),2018,https://www.bailii.org/ew/cases/EWHC/QB/2018/158.html,0,ml
JP Whitter (Water Well Engineers) Ltd v Revenue and Customs [2018] UKSC 31 (13 June 2018),2018,https://www.bailii.org/uk/cases/UKSC/2018/31.html,0,expert
"Marshall, R (on the application of) v East Dorset District Council & Anor [2018] EWHC 226 (Admin) (13 February 2018)",2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/226.html,0,ml
Hibberd-Little v Carlton [2018] EWHC 1787 (QB) (06 July 2018),2018,https://www.bailii.org/ew/cases/EWHC/QB/2018/1787.html,0,ml
Owens v Owens [2018] UKSC 41 (25 July 2018),2018,https://www.bailii.org/uk/cases/UKSC/2018/41.html,0,ml
Summers v London Borough of Richmond Upon Thames [2018] EWHC 782 (Admin) (12 April 2018),2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/782.html,1,ml
"Regeneron Pharmaceuticals, Inc v Kymab Ltd & Anor [2018] EWCA Civ 671 (28 March 2018)",2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/671.html,0,ml
"Regeneron Pharmaceuticals, Inc  v Kymab Ltd  & Anor [2018] EWCA Civ 1186 (23 May 2018)",2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/1186.html,0,expert
SC & Ors v Secretary of State for Work And Pensions & Ors[2018] EWHC 864 (Admin) (20 April 2018),2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/864.html,0,ml
AYZ v The Home Office [2018] EWHC 2914 (QB) (06 November 2018),2018,https://www.bailii.org/ew/cases/EWHC/QB/2018/2914.html,0,expert
Griffiths & Ors v Suffolk Police & Anor [2018] EWHC 2538 (QB) (10 October 2018),2018,https://www.bailii.org/ew/cases/EWHC/QB/2018/2538.html,0,expert
Roberts & Ors v R. [2018] EWCA Crim 2739 (06 December 2018),2018,https://www.bailii.org/ew/cases/EWCA/Crim/2018/2739.html,0,expert
K (A child : Hague Child Abduction Convention)  [2018] EWHC 2406 (Fam) (27 July 2018),2018,https://www.bailii.org/ew/cases/EWHC/Fam/2018/2406.html,0,expert
"Tallis, R v [2018] EWCA Crim 2481 (17 October 2018)",2018,https://www.bailii.org/ew/cases/EWCA/Crim/2018/2481.html,0,ml
Chugai Pharmaceutical Co. Ltd v UCB Pharma SA & Ors [2018] EWHC 2264 (Pat) (24 August 2018),2018,https://www.bailii.org/ew/cases/EWHC/Patents/2018/2264.html,0,expert
"W & Anor, R. v [2018] EWCA Crim 1004 (25 January 2018)",2018,https://www.bailii.org/ew/cases/EWCA/Crim/2018/1004.html,0,expert
M Najib & Sons Ltd  v Crown Prosecution Service [2018] EWCA Crim 909 (26 April 2018),2018,https://www.bailii.org/ew/cases/EWCA/Crim/2018/909.html,0,expert
"Bell, R. v [2018] EWCA Crim 1759 (22 May 2018)",2018,https://www.bailii.org/ew/cases/EWCA/Crim/2018/1759.html,0,expert
"Khan, R v [2018] EWCA Crim 2221 (12 September 2018)",2018,https://www.bailii.org/ew/cases/EWCA/Crim/2018/2221.html,0,expert
"Matthews, R (On the Application Of)  v Secretary Of State For The Home Department [2018] EWHC 2026 (Admin) (01 August 2018)",2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/2026.html,0,ml
Mundy v Sloane Stanley Estate [2018] EWCA Civ 35 (24 January 2018),2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/35.html,0,ml
Sandoz Ltd & Anor v G.D. Searle LLC & Anor  [2018] EWCA Civ 49 (25 January 2018),2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/49.html,0,ml
Dulgheriu & Anor v The London Borough Of Ealing [2018] EWHC 1667 (Admin) (02 July 2018),2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/1667.html,0,ml
Timis & Anor v Osipov & Anor [2018] EWCA Civ 2321 (19 October 2018),2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/2321.html,0,expert
"Chiltern Farm Chemicals Ltd, R (On the Application Of) v The Health And Safety Executive [2018] EWCA Civ 271 (27 February 2018)",2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/271.html,1,expert
Monir v Wood [2018] EWHC 3525 (QB) (19 December 2018),2018,https://www.bailii.org/ew/cases/EWHC/QB/2018/3525.html,0,expert
Wild v Wild & Ors [2018] EWHC 2197 (Ch) (31 August 2018),2018,https://www.bailii.org/ew/cases/EWHC/Ch/2018/2197.html,0,expert
TW Logistics Ltd v Essex County Council & Anor (Rev 3) [2018] EWCA Civ 2172 (05 October 2018),2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/2172.html,0,ml
"Alamgir & Ors, R. v [2018] EWCA Crim 21 (18 January 2018)",2018,https://www.bailii.org/ew/cases/EWCA/Crim/2018/21.html,0,ml
Unite the Union v Nailard [2018] EWCA Civ 1203 (24 May 2018),2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/1203.html,0,ml
Deep Sea Maritime Ltd v Monjasa A/S [2018] EWHC 1495 (Comm) (15 June 2018),2018,https://www.bailii.org/ew/cases/EWHC/Comm/2018/1495.html,0,expert
Warner-Lambert Company LLC v Generics (UK) Ltd (t/a Mylan) & Anor (rev 1) [2018] UKSC 56 (14 November 2018),2018,https://www.bailii.org/uk/cases/UKSC/2018/56.html,0,expert
"Harvey, R (On the Application Of) v London Borough of Haringey & Anor [2018] EWHC 2871 (Admin) (30 October 2018)",2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/2871.html,0,ml
A Local Authority v Mother & Ors (Radicalisation Fact Finding) [2018] EWHC 2054 (Fam) (05 March 2018),2018,https://www.bailii.org/ew/cases/EWHC/Fam/2018/2054.html,0,ml
Sky Plc & Ors v Skykick UK Ltd & Anor [2018] EWHC 155 (Ch) (06 February 2018),2018,https://www.bailii.org/ew/cases/EWHC/Ch/2018/155.html,0,expert
M (Children : Interim Care Order)  [2018] EWCA Civ 3038 (20 December 2018),2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/3038.html,0,ml
"DJ, R (On the Application Of) v Cardiff City Council & Anor [2018] EWHC 2735 (Admin) (19 October 2018)",2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/2735.html,0,ml
Solicitors Regulation Authority  v Day & Ors  [2018] EWHC 2726 (Admin) (19 October 2018),2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/2726.html,0,ml
Signia Wealth Ltd v Vector Trustees Ltd & Ors [2018] EWHC 1040 (Ch) (08 May 2018),2018,https://www.bailii.org/ew/cases/EWHC/Ch/2018/1040.html,0,ml
"Teva B.V., R (on the application of) v The Secretary of State for Health acting as the Licensing Authority & Anor [2018] EWHC 228 (Admin) (13 February 2018)",2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/228.html,0,expert
The UK Withdrawal From The European Union (Legal Continuity) (Scotland) (rev 2) [2018] UKSC 64 (13 December 2018),2018,https://www.bailii.org/uk/cases/UKSC/2018/64.html,0,expert
Highbury Poultry Farm Produce Ltd v Crown Prosecution Service  [2018] EWHC 3122 (Admin) (16 November 2018),2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/3122.html,1,ml
A and B v Criminal Injuries Compensation Authority & Anor [2018] EWCA Civ 1534 (03 July 2018),2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/1534.html,0,ml
Barker & Anor v Royal Society for the Prevention of Cruelty To Animals [2018] EWHC 880 (Admin) (23 January 2018),2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/880.html,1,ml
Annetts v Adeleye [2018] EWCA Civ 555 (22 March 2018),2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/555.html,0,ml
RJ v CM [2018] EWHC 2509 (Fam) (24 July 2018),2018,https://www.bailii.org/ew/cases/EWHC/Fam/2018/2509.html,0,expert
Edwards Lifesciences LLC & Ors v Boston Scientific Scimed Inc [2018] EWCA Civ 673 (28 March 2018),2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/673.html,0,ml
Hasbro European Trading BV v Revenue & Customs [2018] EWCA Civ 1221 (25 May 2018),2018,https://www.bailii.org/ew/cases/EWCA/Civ/2018/1221.html,0,ml
"Avaaz Foundation, R (On the Application Of) v The Office Of Communications (Ofcom)s [2018] EWHC 1973 (Admin) (27 July 2018)",2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/1973.html,0,ml
Thompson v Thompson [2018] EWHC 1338 (Ch) (01 June 2018),2018,https://www.bailii.org/ew/cases/EWHC/Ch/2018/1338.html,0,ml
Millar & Anor v Millar & Ors [2018] EWHC 1926 (Ch) (25 July 2018),2018,https://www.bailii.org/ew/cases/EWHC/Ch/2018/1926.html,0,ml
Pollock v Oldfield & Anor [2018] EWHC 2743 (Ch) (24 October 2018),2018,https://www.bailii.org/ew/cases/EWHC/Ch/2018/2743.html,0,ml
Habberfield v Habberfield [2018] EWHC 317 (Ch) (23 February 2018),2018,https://www.bailii.org/ew/cases/EWHC/Ch/2018/317.html,0,ml
British Broadcasting Corporation & Anor v Mechanical-Copyright Protection Society Ltd & Ors [2018] EWHC 2931 (Ch) (06 November 2018),2018,https://www.bailii.org/ew/cases/EWHC/Ch/2018/2931.html,0,ml
Red Bull GmbH v Big Horn UK Ltd & Ors [2018] EWHC 2794 (Ch) (12 November 2018),2018,https://www.bailii.org/ew/cases/EWHC/Ch/2018/2794.html,0,ml
Victory Place Management Company Ltd v Kuehn & Anor [2018] EWHC 132 (Ch) (30 January 2018),2018,https://www.bailii.org/ew/cases/EWHC/Ch/2018/132.html,1,ml
Wesley v Chantler & Ors [2018] EWHC 21 (Ch) (16 January 2018),2018,https://www.bailii.org/ew/cases/EWHC/Ch/2018/21.html,0,expert
"Langton, R (On the Application Of) v Secretary Of State For Environment, Food And Rural Affairs & Anor [2018] EWHC 2190 (Admin) (15 August 2018)",2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/2190.html,1,expert
"Protreat Ltd, R (On the Application Of) v The Environment Agency [2018] EWHC 1983 (Admin) (30 July 2018)",2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/1983.html,0,expert
"Stody Estate Ltd v Secretary of State for Environment, Food And Rural Affairs [2018] EWHC 378 (Admin) (06 March 2018)",2018,https://www.bailii.org/ew/cases/EWHC/Admin/2018/378.html,1,expert
"Jenkins, R v [2019] EWCA Crim 1576 (13 September 2019)",2019,https://www.bailii.org/ew/cases/EWCA/Crim/2019/1576.html,0,expert
D (Fact-finding appeal)  [2019] EWCA Civ 2302 (20 December 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/2302.html,0,expert
Turley v UNITE the Union & Anor [2019] EWHC 3547 (QB) (19 December 2019),2019,https://www.bailii.org/ew/cases/EWHC/QB/2019/3547.html,0,ml
Evalve Inc & Ors v Edwards Lifesciences Ltd [2019] EWHC 1158 (Pat) (03 May 2019),2019,https://www.bailii.org/ew/cases/EWHC/Patents/2019/1158.html,0,ml
Ablynx NV & Anor v Vhsquared Ltd & Ors [2019] EWHC 792 (Pat) (29 March 2019),2019,https://www.bailii.org/ew/cases/EWHC/Patents/2019/792.html,0,ml
"PY, R. v (Rev 1) [2019] EWCA Crim 17 (22 January 2019)",2019,https://www.bailii.org/ew/cases/EWCA/Crim/2019/17.html,1,expert
Boyd & Anor v Ineos Upstream Ltd & Ors [2019] EWCA Civ 515 (03 April 2019),2019,https://www.bailii.org/ew/cases/EWCA/Civ/2019/515.html,0,expert
Invista Textiles (UK) Ltd & Anor v Botes & Ors [2019] EWHC 58 (Ch) (21 January 2019),2019,https://www.bailii.org/ew/cases/EWHC/Ch/2019/58.html,0,ml
"MacDonald, R (On the Application Of) v Secretary of State for Environment, Food And Rural Affairs [2019] EWHC 1783 (Admin) (09 July 2019)",2019,https://www.bailii.org/ew/cases/EWHC/Admin/2019/1783.html,1,expert
Kivells Ltd v Torridge District Council [2019] EWHC 2846 (TCC) (31 October 2019),2019,https://www.bailii.org/ew/cases/EWHC/TCC/2019/2846.html,0,ml
R ( A Child : Appeal : Termination of Contact) [2019] EWHC 132 (Fam) (29 January 2019),2019,https://www.bailii.org/ew/cases/EWHC/Fam/2019/132.html,0,ml
Etihad Airways PJSC  v  Flother [2019] EWHC 3107 (Comm) (18 November 2019),2019,https://www.bailii.org/ew/cases/EWHC/Comm/2019/3107.html,0,ml
Sartex Quilts & Textiles Ltd  v Endurance Corporate Capital Ltd [2019] EWHC 1103 (Comm) (03 May 2019),2019,https://www.bailii.org/ew/cases/EWHC/Comm/2019/1103.html,0,ml
